year	site	block	plot	sr	fr	fgc	mix.nest	mix	grass	forb	legume	funct	GRASS	FORB	LEG	species	level	biomass
1	Ireland	H	R5P023	2	1	1	126	114	Yes	No	No	NA	NA	NA	NA	NA	Community	544.4
1	Ireland	I	R5P048	2	1	1	126	114	Yes	No	No	NA	NA	NA	NA	NA	Community	487.2
1	Ireland	H	R5P032	2	1	1	127	115	Yes	No	No	NA	NA	NA	NA	NA	Community	566.8
1	Ireland	I	R5P068	2	1	1	127	115	Yes	No	No	NA	NA	NA	NA	NA	Community	512.8
1	Ireland	H	R5P016	2	2	5	128	116	Yes	No	Yes	NA	NA	NA	NA	NA	Community	999.6
1	Ireland	I	R5P065	2	2	5	128	116	Yes	No	Yes	NA	NA	NA	NA	NA	Community	719.2
1	Ireland	H	R5P004	2	2	5	129	117	Yes	No	Yes	NA	NA	NA	NA	NA	Community	306
1	Ireland	I	R5P073	2	2	5	129	117	Yes	No	Yes	NA	NA	NA	NA	NA	Community	321.6
1	Ireland	H	R5P008	2	2	4	130	118	Yes	Yes	No	NA	NA	NA	NA	NA	Community	422.4
1	Ireland	I	R5P061	2	2	4	130	118	Yes	Yes	No	NA	NA	NA	NA	NA	Community	612.4
1	Ireland	H	R5P018	2	2	4	131	119	Yes	Yes	No	NA	NA	NA	NA	NA	Community	249.2
1	Ireland	I	R5P049	2	2	4	131	119	Yes	Yes	No	NA	NA	NA	NA	NA	Community	353.6
1	Ireland	H	R5P012	2	2	6	132	120	No	Yes	Yes	NA	NA	NA	NA	NA	Community	0
1	Ireland	I	R5P053	2	2	6	132	120	No	Yes	Yes	NA	NA	NA	NA	NA	Community	216.8
1	Ireland	H	R5P024	2	2	6	133	121	No	Yes	Yes	NA	NA	NA	NA	NA	Community	511.2
1	Ireland	I	R5P062	2	2	6	133	121	No	Yes	Yes	NA	NA	NA	NA	NA	Community	423.2
1	Ireland	H	R5P033	3	3	7	134	122	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	581.2
1	Ireland	I	R5P044	3	3	7	134	122	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	443.2
1	Ireland	H	R5P037	3	3	7	135	123	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	646.8
1	Ireland	I	R5P050	3	3	7	135	123	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	614
1	Ireland	H	R5P015	4	1	1	136	124	Yes	No	No	NA	NA	NA	NA	NA	Community	838.8
1	Ireland	H	R5P038	4	1	1	136	124	Yes	No	No	NA	NA	NA	NA	NA	Community	636.4
1	Ireland	I	R5P066	4	1	1	136	124	Yes	No	No	NA	NA	NA	NA	NA	Community	723.6
1	Ireland	I	R5P069	4	1	1	136	124	Yes	No	No	NA	NA	NA	NA	NA	Community	445.2
1	Ireland	H	R5P035	4	2	5	137	125	Yes	No	Yes	NA	NA	NA	NA	NA	Community	589.6
1	Ireland	I	R5P042	4	2	5	137	125	Yes	No	Yes	NA	NA	NA	NA	NA	Community	386.8
1	Ireland	H	R5P019	4	2	5	138	126	Yes	No	Yes	NA	NA	NA	NA	NA	Community	601.6
1	Ireland	I	R5P075	4	2	5	138	126	Yes	No	Yes	NA	NA	NA	NA	NA	Community	225.2
1	Ireland	H	R5P006	4	3	7	139	127	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	495.2
1	Ireland	I	R5P056	4	3	7	139	127	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	683.6
1	Ireland	H	R5P031	4	3	7	140	128	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	313.6
1	Ireland	I	R5P064	4	3	7	140	128	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	187.2
1	Ireland	H	R5P036	4	2	4	141	129	Yes	Yes	No	NA	NA	NA	NA	NA	Community	538.8
1	Ireland	I	R5P055	4	2	4	141	129	Yes	Yes	No	NA	NA	NA	NA	NA	Community	379.6
1	Ireland	H	R5P014	4	2	4	142	130	Yes	Yes	No	NA	NA	NA	NA	NA	Community	429.2
1	Ireland	I	R5P059	4	2	4	142	130	Yes	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Ireland	H	R5P007	4	2	6	143	131	No	Yes	Yes	NA	NA	NA	NA	NA	Community	822.4
1	Ireland	I	R5P047	4	2	6	143	131	No	Yes	Yes	NA	NA	NA	NA	NA	Community	534.4
1	Ireland	H	R5P022	4	2	6	144	132	No	Yes	Yes	NA	NA	NA	NA	NA	Community	167.2
1	Ireland	I	R5P046	4	2	6	144	132	No	Yes	Yes	NA	NA	NA	NA	NA	Community	537.6
1	Ireland	H	R5P028	8	3	7	145	133	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	353.2
1	Ireland	I	R5P052	8	3	7	145	133	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	366.4
1	Ireland	H	R5P030	8	3	7	146	134	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	483.6
1	Ireland	I	R5P051	8	3	7	146	134	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	516.8
1	Ireland	H	R5P009	8	2	4	147	135	Yes	Yes	No	NA	NA	NA	NA	NA	Community	642.4
1	Ireland	H	R5P029	8	2	4	147	135	Yes	Yes	No	NA	NA	NA	NA	NA	Community	568.4
1	Ireland	I	R5P045	8	2	4	147	135	Yes	Yes	No	NA	NA	NA	NA	NA	Community	112
1	Ireland	I	R5P057	8	2	4	147	135	Yes	Yes	No	NA	NA	NA	NA	NA	Community	407.2
1	Ireland	H	R5P021	8	2	6	148	136	No	Yes	Yes	NA	NA	NA	NA	NA	Community	394.8
1	Ireland	I	R5P058	8	2	6	148	136	No	Yes	Yes	NA	NA	NA	NA	NA	Community	290
1	Sweden	J	R6P036	1	1	1	149	3	Yes	No	No	NA	NA	NA	NA	NA	Community	146
1	Sweden	K	R6P048	1	1	1	149	3	Yes	No	No	NA	NA	NA	NA	NA	Community	51.3
1	Sweden	K	R6P021	1	1	3	150	6	No	No	Yes	NA	NA	NA	NA	NA	Community	110.7
1	Sweden	J	R6P063	1	1	3	150	6	No	No	Yes	NA	NA	NA	NA	NA	Community	121.2
1	Sweden	J	R6P035	1	1	3	151	7	No	No	Yes	NA	NA	NA	NA	NA	Community	54
1	Sweden	K	R6P068	1	1	3	151	7	No	No	Yes	NA	NA	NA	NA	NA	Community	85.5
1	Sweden	K	R6P003	1	1	2	152	10	No	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P008	1	1	2	152	10	No	Yes	No	NA	NA	NA	NA	NA	Community	0.5
1	Sweden	K	R6P030	1	1	2	153	113	No	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P059	1	1	2	153	113	No	Yes	No	NA	NA	NA	NA	NA	Community	0.7
1	Sweden	K	R6P005	1	1	1	154	137	Yes	No	No	NA	NA	NA	NA	NA	Community	7.1
1	Sweden	J	R6P033	1	1	1	154	137	Yes	No	No	NA	NA	NA	NA	NA	Community	12.1
1	Sweden	K	R6P053	1	1	1	155	138	Yes	No	No	NA	NA	NA	NA	NA	Community	95
1	Sweden	J	R6P060	1	1	1	155	138	Yes	No	No	NA	NA	NA	NA	NA	Community	68
1	Sweden	J	R6P041	1	1	1	156	139	Yes	No	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	K	R6P046	1	1	1	156	139	Yes	No	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	K	R6P002	1	1	3	157	140	No	No	Yes	NA	NA	NA	NA	NA	Community	56.9
1	Sweden	J	R6P057	1	1	3	157	140	No	No	Yes	NA	NA	NA	NA	NA	Community	155.7
1	Sweden	K	R6P004	1	1	3	158	141	No	No	Yes	NA	NA	NA	NA	NA	Community	38.6
1	Sweden	J	R6P011	1	1	3	158	141	No	No	Yes	NA	NA	NA	NA	NA	Community	14.4
1	Sweden	J	R6P040	1	1	2	159	142	No	Yes	No	NA	NA	NA	NA	NA	Community	1.8
1	Sweden	K	R6P069	1	1	2	159	142	No	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P014	1	1	2	160	143	No	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	K	R6P067	1	1	2	160	143	No	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P012	2	1	1	161	144	Yes	No	No	NA	NA	NA	NA	NA	Community	67.2
1	Sweden	K	R6P051	2	1	1	161	144	Yes	No	No	NA	NA	NA	NA	NA	Community	10.3
1	Sweden	K	R6P029	2	2	5	162	145	Yes	No	Yes	NA	NA	NA	NA	NA	Community	129.2
1	Sweden	J	R6P032	2	2	5	162	145	Yes	No	Yes	NA	NA	NA	NA	NA	Community	98.5
1	Sweden	K	R6P028	2	2	6	163	146	No	Yes	Yes	NA	NA	NA	NA	NA	Community	20
1	Sweden	K	R6P052	2	2	6	163	146	No	Yes	Yes	NA	NA	NA	NA	NA	Community	51.7
1	Sweden	J	R6P034	2	2	4	164	147	Yes	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	K	R6P047	2	2	4	164	147	Yes	Yes	No	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P015	2	1	2	165	148	No	Yes	No	NA	NA	NA	NA	NA	Community	1.9
1	Sweden	K	R6P044	2	1	2	165	148	No	Yes	No	NA	NA	NA	NA	NA	Community	22.1
1	Sweden	K	R6P019	2	1	3	166	149	No	No	Yes	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P058	2	1	3	166	149	No	No	Yes	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P062	4	2	5	167	150	Yes	No	Yes	NA	NA	NA	NA	NA	Community	82.9
1	Sweden	K	R6P072	4	2	5	167	150	Yes	No	Yes	NA	NA	NA	NA	NA	Community	46.8
1	Sweden	K	R6P027	4	2	6	168	151	No	Yes	Yes	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P031	4	2	6	168	151	No	Yes	Yes	NA	NA	NA	NA	NA	Community	0.8
1	Sweden	K	R6P020	4	2	4	169	152	Yes	Yes	No	NA	NA	NA	NA	NA	Community	62.2
1	Sweden	J	R6P038	4	2	4	169	152	Yes	Yes	No	NA	NA	NA	NA	NA	Community	86.1
1	Sweden	K	R6P001	4	3	7	170	153	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	33
1	Sweden	J	R6P013	4	3	7	170	153	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	36.1
1	Sweden	K	R6P043	4	3	7	171	154	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	38.1
1	Sweden	J	R6P056	4	3	7	171	154	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	86.1
1	Sweden	K	R6P026	4	3	7	172	155	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P037	4	3	7	172	155	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	0
1	Sweden	J	R6P018	8	3	7	173	156	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	28.1
1	Sweden	K	R6P025	8	3	7	173	156	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	21.2
1	Sweden	K	R6P045	8	3	7	174	157	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	69.8
1	Sweden	J	R6P066	8	3	7	174	157	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	77.1
1	Sweden	J	R6P017	8	3	7	175	158	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	22.2
1	Sweden	K	R6P024	8	3	7	175	158	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	28.1
1	Sweden	J	R6P009	12	3	7	176	159	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	23.4
1	Sweden	J	R6P010	12	3	7	176	159	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	24.1
1	Sweden	K	R6P023	12	3	7	176	159	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	54.1
1	Sweden	K	R6P054	12	3	7	176	159	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	53.9
1	Sheffield	L	S7P014	1	1	1	177	1	Yes	No	No	NA	NA	NA	NA	NA	Community	9.3
1	Sheffield	M	S7P033	1	1	1	177	1	Yes	No	No	NA	NA	NA	NA	NA	Community	9.4
1	Sheffield	L	S7P020	1	1	3	178	7	No	No	Yes	NA	NA	NA	NA	NA	Community	233.3
1	Sheffield	M	S7P045	1	1	3	178	7	No	No	Yes	NA	NA	NA	NA	NA	Community	233.4
1	Sheffield	L	S7P024	1	1	2	179	9	No	Yes	No	NA	NA	NA	NA	NA	Community	87.8
1	Sheffield	M	S7P048	1	1	2	179	9	No	Yes	No	NA	NA	NA	NA	NA	Community	93
1	Sheffield	L	S7P001	1	1	1	180	108	Yes	No	No	NA	NA	NA	NA	NA	Community	60.8
1	Sheffield	M	S7P047	1	1	1	180	108	Yes	No	No	NA	NA	NA	NA	NA	Community	82.7
1	Sheffield	L	S7P006	1	1	1	181	109	Yes	No	No	NA	NA	NA	NA	NA	Community	7.1
1	Sheffield	M	S7P041	1	1	1	181	109	Yes	No	No	NA	NA	NA	NA	NA	Community	8.1
1	Sheffield	L	S7P018	1	1	2	182	111	No	Yes	No	NA	NA	NA	NA	NA	Community	10.9
1	Sheffield	M	S7P038	1	1	2	182	111	No	Yes	No	NA	NA	NA	NA	NA	Community	15.4
1	Sheffield	L	S7P004	1	1	1	183	139	Yes	No	No	NA	NA	NA	NA	NA	Community	23.1
1	Sheffield	M	S7P054	1	1	1	183	139	Yes	No	No	NA	NA	NA	NA	NA	Community	19.1
1	Sheffield	L	S7P017	1	1	3	184	141	No	No	Yes	NA	NA	NA	NA	NA	Community	221.6
1	Sheffield	M	S7P053	1	1	3	184	141	No	No	Yes	NA	NA	NA	NA	NA	Community	225.4
1	Sheffield	L	S7P010	1	1	2	185	160	No	Yes	No	NA	NA	NA	NA	NA	Community	0.2
1	Sheffield	M	S7P035	1	1	2	185	160	No	Yes	No	NA	NA	NA	NA	NA	Community	0.2
1	Sheffield	L	S7P003	1	1	2	186	161	No	Yes	No	NA	NA	NA	NA	NA	Community	20.4
1	Sheffield	M	S7P049	1	1	2	186	161	No	Yes	No	NA	NA	NA	NA	NA	Community	30.2
1	Sheffield	L	S7P021	1	1	2	187	162	No	Yes	No	NA	NA	NA	NA	NA	Community	0.4
1	Sheffield	M	S7P029	1	1	2	187	162	No	Yes	No	NA	NA	NA	NA	NA	Community	0.8
1	Sheffield	L	S7P016	1	1	2	188	163	No	Yes	No	NA	NA	NA	NA	NA	Community	0.5
1	Sheffield	M	S7P043	1	1	2	188	163	No	Yes	No	NA	NA	NA	NA	NA	Community	1.1
1	Sheffield	L	S7P008	2	1	1	189	164	Yes	No	No	NA	NA	NA	NA	NA	Community	64.1
1	Sheffield	M	S7P046	2	1	1	189	164	Yes	No	No	NA	NA	NA	NA	NA	Community	75.2
1	Sheffield	L	S7P007	2	2	4	190	165	Yes	Yes	No	NA	NA	NA	NA	NA	Community	75.7
1	Sheffield	M	S7P050	2	2	4	190	165	Yes	Yes	No	NA	NA	NA	NA	NA	Community	82.3
1	Sheffield	L	S7P027	2	2	4	191	166	Yes	Yes	No	NA	NA	NA	NA	NA	Community	96.8
1	Sheffield	M	S7P032	2	2	4	191	166	Yes	Yes	No	NA	NA	NA	NA	NA	Community	97.8
1	Sheffield	L	S7P002	2	2	5	192	167	Yes	No	Yes	NA	NA	NA	NA	NA	Community	142.3
1	Sheffield	M	S7P052	2	2	5	192	167	Yes	No	Yes	NA	NA	NA	NA	NA	Community	169.3
1	Sheffield	L	S7P013	2	2	5	193	168	Yes	No	Yes	NA	NA	NA	NA	NA	Community	129.5
1	Sheffield	M	S7P030	2	2	5	193	168	Yes	No	Yes	NA	NA	NA	NA	NA	Community	135.5
1	Sheffield	L	S7P011	4	3	7	194	169	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	87.6
1	Sheffield	M	S7P036	4	3	7	194	169	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	98.9
1	Sheffield	L	S7P025	4	3	7	195	170	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	97.2
1	Sheffield	M	S7P042	4	3	7	195	170	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	101.8
1	Sheffield	L	S7P015	4	3	7	196	171	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	84.2
1	Sheffield	M	S7P031	4	3	7	196	171	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	83.4
1	Sheffield	L	S7P009	4	3	7	197	172	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	149.9
1	Sheffield	M	S7P037	4	3	7	197	172	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	161
1	Sheffield	L	S7P022	8	3	7	198	173	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	119.4
1	Sheffield	M	S7P040	8	3	7	198	173	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	154.4
1	Sheffield	L	S7P019	8	3	7	199	174	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	137.7
1	Sheffield	M	S7P051	8	3	7	199	174	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	144.9
1	Sheffield	L	S7P026	8	3	7	200	175	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	130.8
1	Sheffield	M	S7P028	8	3	7	200	175	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	111.2
1	Sheffield	L	S7P005	8	3	7	201	176	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	129.5
1	Sheffield	M	S7P044	8	3	7	201	176	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	111.7
1	Sheffield	L	S7P012	12	3	7	202	177	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	75.8
1	Sheffield	L	S7P023	12	3	7	202	177	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	77.8
1	Sheffield	M	S7P034	12	3	7	202	177	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	83.4
1	Sheffield	M	S7P039	12	3	7	202	177	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	87.3
1	Silwood	N	S8P018	1	1	1	203	2	Yes	No	No	NA	NA	NA	NA	NA	Community	465.6
1	Silwood	O	S8P065	1	1	1	203	2	Yes	No	No	NA	NA	NA	NA	NA	Community	352.3
1	Silwood	N	S8P003	1	1	1	204	4	Yes	No	No	NA	NA	NA	NA	NA	Community	607.4
1	Silwood	O	S8P077	1	1	1	204	4	Yes	No	No	NA	NA	NA	NA	NA	Community	338.4
1	Silwood	N	S8P022	1	1	1	205	5	Yes	No	No	NA	NA	NA	NA	NA	Community	540.6
1	Silwood	O	S8P045	1	1	1	205	5	Yes	No	No	NA	NA	NA	NA	NA	Community	695.6
1	Silwood	N	S8P036	1	1	3	206	7	No	No	Yes	NA	NA	NA	NA	NA	Community	41.9
1	Silwood	O	S8P044	1	1	3	206	7	No	No	Yes	NA	NA	NA	NA	NA	Community	19
1	Silwood	N	S8P038	1	1	2	207	9	No	Yes	No	NA	NA	NA	NA	NA	Community	511.1
1	Silwood	O	S8P053	1	1	2	207	9	No	Yes	No	NA	NA	NA	NA	NA	Community	501.2
1	Silwood	N	S8P020	2	2	4	208	16	Yes	Yes	No	NA	NA	NA	NA	NA	Community	545.8
1	Silwood	O	S8P064	2	2	4	208	16	Yes	Yes	No	NA	NA	NA	NA	NA	Community	293.8
1	Silwood	N	S8P026	1	1	1	209	108	Yes	No	No	NA	NA	NA	NA	NA	Community	459.2
1	Silwood	O	S8P074	1	1	1	209	108	Yes	No	No	NA	NA	NA	NA	NA	Community	561.3
1	Silwood	N	S8P005	1	1	2	210	113	No	Yes	No	NA	NA	NA	NA	NA	Community	160.4
1	Silwood	O	S8P052	1	1	2	210	113	No	Yes	No	NA	NA	NA	NA	NA	Community	25
1	Silwood	N	S8P009	1	1	3	211	141	No	No	Yes	NA	NA	NA	NA	NA	Community	81.3
1	Silwood	O	S8P051	1	1	3	211	141	No	No	Yes	NA	NA	NA	NA	NA	Community	45.8
1	Silwood	N	S8P007	1	1	2	212	143	No	Yes	No	NA	NA	NA	NA	NA	Community	545.1
1	Silwood	O	S8P059	1	1	2	212	143	No	Yes	No	NA	NA	NA	NA	NA	Community	436.7
1	Silwood	N	S8P032	1	1	2	213	178	No	Yes	No	NA	NA	NA	NA	NA	Community	400.5
1	Silwood	O	S8P056	1	1	2	213	178	No	Yes	No	NA	NA	NA	NA	NA	Community	436.5
1	Silwood	N	S8P006	1	1	2	214	179	No	Yes	No	NA	NA	NA	NA	NA	Community	281.5
1	Silwood	O	S8P068	1	1	2	214	179	No	Yes	No	NA	NA	NA	NA	NA	Community	545.8
1	Silwood	N	S8P027	2	1	1	215	180	Yes	No	No	NA	NA	NA	NA	NA	Community	591.3
1	Silwood	O	S8P079	2	1	1	215	180	Yes	No	No	NA	NA	NA	NA	NA	Community	498.5
1	Silwood	N	S8P012	2	1	1	216	181	Yes	No	No	NA	NA	NA	NA	NA	Community	385.4
1	Silwood	O	S8P069	2	1	1	216	181	Yes	No	No	NA	NA	NA	NA	NA	Community	366.3
1	Silwood	N	S8P023	2	2	5	217	182	Yes	No	Yes	NA	NA	NA	NA	NA	Community	503.2
1	Silwood	O	S8P061	2	2	5	217	182	Yes	No	Yes	NA	NA	NA	NA	NA	Community	532.1
1	Silwood	N	S8P014	2	2	5	218	183	Yes	No	Yes	NA	NA	NA	NA	NA	Community	321.1
1	Silwood	O	S8P070	2	2	5	218	183	Yes	No	Yes	NA	NA	NA	NA	NA	Community	347
1	Silwood	N	S8P034	2	2	4	219	184	Yes	Yes	No	NA	NA	NA	NA	NA	Community	326
1	Silwood	O	S8P048	2	2	4	219	184	Yes	Yes	No	NA	NA	NA	NA	NA	Community	335.6
1	Silwood	N	S8P013	4	1	1	220	185	Yes	No	No	NA	NA	NA	NA	NA	Community	322.7
1	Silwood	O	S8P063	4	1	1	220	185	Yes	No	No	NA	NA	NA	NA	NA	Community	514.2
1	Silwood	N	S8P037	4	1	1	221	186	Yes	No	No	NA	NA	NA	NA	NA	Community	185.5
1	Silwood	O	S8P042	4	1	1	221	186	Yes	No	No	NA	NA	NA	NA	NA	Community	205.3
1	Silwood	N	S8P001	4	2	4	222	187	Yes	Yes	No	NA	NA	NA	NA	NA	Community	413.3
1	Silwood	O	S8P046	4	2	4	222	187	Yes	Yes	No	NA	NA	NA	NA	NA	Community	250.2
1	Silwood	N	S8P011	4	2	5	223	188	Yes	No	Yes	NA	NA	NA	NA	NA	Community	311
1	Silwood	O	S8P071	4	2	5	223	188	Yes	No	Yes	NA	NA	NA	NA	NA	Community	497.1
1	Silwood	N	S8P008	4	3	7	224	189	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	712.3
1	Silwood	O	S8P073	4	3	7	224	189	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	511.1
1	Silwood	N	S8P015	4	3	7	225	190	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	333.4
1	Silwood	O	S8P078	4	3	7	225	190	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	319.5
1	Silwood	N	S8P002	8	1	1	226	191	Yes	No	No	NA	NA	NA	NA	NA	Community	206.8
1	Silwood	O	S8P066	8	1	1	226	191	Yes	No	No	NA	NA	NA	NA	NA	Community	539.2
1	Silwood	N	S8P031	8	2	4	227	192	Yes	Yes	No	NA	NA	NA	NA	NA	Community	478.1
1	Silwood	O	S8P050	8	2	4	227	192	Yes	Yes	No	NA	NA	NA	NA	NA	Community	393.4
1	Silwood	N	S8P039	8	2	5	228	193	Yes	No	Yes	NA	NA	NA	NA	NA	Community	411.5
1	Silwood	O	S8P076	8	2	5	228	193	Yes	No	Yes	NA	NA	NA	NA	NA	Community	593.3
1	Silwood	N	S8P033	8	3	7	229	194	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	346.9
1	Silwood	O	S8P047	8	3	7	229	194	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	292
1	Silwood	N	S8P040	8	3	7	230	195	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	804.6
1	Silwood	O	S8P060	8	3	7	230	195	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	522.6
1	Silwood	N	S8P025	11	1	1	231	196	Yes	No	No	NA	NA	NA	NA	NA	Community	539
1	Silwood	O	S8P075	11	1	1	231	196	Yes	No	No	NA	NA	NA	NA	NA	Community	287.5
1	Silwood	N	S8P010	11	2	4	232	197	Yes	Yes	No	NA	NA	NA	NA	NA	Community	230.7
1	Silwood	O	S8P062	11	2	4	232	197	Yes	Yes	No	NA	NA	NA	NA	NA	Community	586.8
1	Silwood	N	S8P017	11	2	5	233	198	Yes	No	Yes	NA	NA	NA	NA	NA	Community	323.6
1	Silwood	O	S8P043	11	2	5	233	198	Yes	No	Yes	NA	NA	NA	NA	NA	Community	547.6
1	Silwood	N	S8P029	11	3	7	234	199	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	382.9
1	Silwood	O	S8P072	11	3	7	234	199	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	411.3
1	Silwood	N	S8P028	11	3	7	235	200	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	309.9
1	Silwood	O	S8P055	11	3	7	235	200	Yes	Yes	Yes	NA	NA	NA	NA	NA	Community	271.6
1	Germany	A	B1P030	1	1	1	1	1	Yes	No	No	g	Yes	No	No	NA	Group	264.7
1	Germany	B	B1P039	1	1	1	1	1	Yes	No	No	g	Yes	No	No	NA	Group	265
1	Germany	A	B1P032	1	1	1	2	2	Yes	No	No	g	Yes	No	No	NA	Group	446
1	Germany	B	B1P042	1	1	1	2	2	Yes	No	No	g	Yes	No	No	NA	Group	574.5
1	Germany	A	B1P021	1	1	1	3	3	Yes	No	No	g	Yes	No	No	NA	Group	243.3
1	Germany	B	B1P058	1	1	1	3	3	Yes	No	No	g	Yes	No	No	NA	Group	534.7
1	Germany	A	B1P007	1	1	1	4	4	Yes	No	No	g	Yes	No	No	NA	Group	442.4
1	Germany	B	B1P052	1	1	1	4	4	Yes	No	No	g	Yes	No	No	NA	Group	438.8
1	Germany	A	B1P001	1	1	1	5	5	Yes	No	No	g	Yes	No	No	NA	Group	528
1	Germany	B	B1P063	1	1	1	5	5	Yes	No	No	g	Yes	No	No	NA	Group	377
1	Germany	A	B1P018	1	1	3	6	6	No	No	Yes	l	No	No	Yes	NA	Group	245.1
1	Germany	B	B1P048	1	1	3	6	6	No	No	Yes	l	No	No	Yes	NA	Group	589.3
1	Germany	A	B1P004	1	1	3	7	7	No	No	Yes	l	No	No	Yes	NA	Group	233.7
1	Germany	B	B1P033	1	1	3	7	7	No	No	Yes	l	No	No	Yes	NA	Group	284.1
1	Germany	A	B1P006	1	1	2	8	8	No	Yes	No	f	No	Yes	No	NA	Group	209.7
1	Germany	B	B1P047	1	1	2	8	8	No	Yes	No	f	No	Yes	No	NA	Group	306.8
1	Germany	A	B1P024	1	1	2	9	9	No	Yes	No	f	No	Yes	No	NA	Group	619.5
1	Germany	B	B1P043	1	1	2	9	9	No	Yes	No	f	No	Yes	No	NA	Group	572.9
1	Germany	A	B1P020	1	1	2	10	10	No	Yes	No	f	No	Yes	No	NA	Group	156.2
1	Germany	B	B1P053	1	1	2	10	10	No	Yes	No	f	No	Yes	No	NA	Group	155.9
1	Germany	A	B1P019	2	1	1	11	11	Yes	No	No	g	Yes	No	No	NA	Group	440.3
1	Germany	B	B1P046	2	1	1	11	11	Yes	No	No	g	Yes	No	No	NA	Group	759.9
1	Germany	A	B1P027	2	1	1	12	12	Yes	No	No	g	Yes	No	No	NA	Group	563.5
1	Germany	B	B1P054	2	1	1	12	12	Yes	No	No	g	Yes	No	No	NA	Group	540.3
